,순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량,시작시간
1876,2504,P15,2020-04-22,야간,200303-15200-003,1,"18,17,06",가열로6호기,"5147.20 X 4682.20 X 522.80
",TWS355,"1000 R/BLOOM   사용소재 통보
눕혀서 투입",6호기,CARBON,1,19750,1,111.36,2020-04-22 06:13
1877,2505,P15,2020-04-22,야간,200303-15200-004,1,"18,17,06",가열로6호기,"5147.20 X 4682.20 X 522.80
",TWS355,"1000 R/BLOOM   사용소재 통보
눕혀서 투입",6호기,CARBON,1,19750,1,111.36,2020-04-22 06:13
1878,2507,P15,2020-04-22,야간,200313-19042-004,"3,4","18,17,06",가열로6호기,"4300.00 X 3625.00 X 245.00
",S355NL,380T,6호기,CARBON,2,10270,2,57.91,2020-04-22 06:13
1879,2506,P15,2020-04-22,야간,200303-15200-005,1,"18,17,06",가열로6호기,"5147.20 X 4682.20 X 522.80
",TWS355,"1000 R/BLOOM   사용소재 통보
눕혀서 투입",6호기,CARBON,1,20740,1,116.95,2020-04-22 06:13
1880,2556,P15,2020-04-23,야간,191226-17035-002,1,"19,17,06",가열로6호기,"1400.00 X 815.00 X 5310.00
",TWS355,"700T  4/23 주간작업분
HEAT NO. SA46616 ",6호기,CARBON,1,36200,1,102.56,2020-04-23 06:13
1881,2553,P15,2020-04-23,야간,200310-15226-003,1,"19,17,06",가열로6호기,"3334.00 X 0.00 X 85.00
",A266MGr2,2차작업 단조후 외경절단 ,6호기,CARBON,1,10900,1,30.88,2020-04-23 06:13
1882,2555,P15,2020-04-23,야간,190918-12321-026,1,"19,17,06",가열로6호기,"650.00 X 0.00 X 10161.00
",SF490V,700T  4/23 주간작업분,6호기,CARBON,1,30000,1,85,2020-04-23 06:13
1883,2554,P15,2020-04-23,야간,200310-15226-004,1,"19,17,06",가열로6호기,"3334.00 X 0.00 X 85.00
",A266MGr2,2차작업 단조후 외경절단 ,6호기,CARBON,1,10900,1,30.88,2020-04-23 06:13
1884,2596,P15,2020-04-24,주간,191226-17035-002,1,"20,19,06,13",가열로6호기,"1400.00 X 815.00 X 5310.00
",TWS355,1차작업 투입완료 700T 시방서 참고,6호기,CARBON,1,36200,1,42.71,2020-04-23 21:34
1885,2595,P15,2020-04-24,주간,190918-12321-026,1,"20,19,06,13",가열로6호기,"650.00 X 0.00 X 10161.00
",SF490V,1차작업 투입완료 700T 시방서 참고,6호기,CARBON,1,30000,1,35.4,2020-04-23 21:34
1886,2594,P15,2020-04-24,주간,200325-19133-002,1,"20,19,06,13",가열로6호기,"2200.00 X 0.00 X 1110.00
",A266MGr2,"3차작업 시방서 참고  자리 비워 둘 것
작업치수 : 3045X187",6호기,CARBON,1,16000,1,18.88,2020-04-23 21:34
1887,2593,P15,2020-04-24,주간,200325-19133-001,1,"20,19,06,13",가열로6호기,"2200.00 X 0.00 X 1110.00
",A266MGr2,"3차작업 시방서 참고  자리 비워 둘 것
작업치수 : 3045X187",6호기,CARBON,1,16000,1,18.88,2020-04-23 21:34
1888,2610,P15,2020-04-24,야간,190918-12321-026,1,"06,17,18",가열로6호기,"650.00 X 0.00 X 10161.00
",SF490V,2차작업 시방서 참고,6호기,CARBON,1,30000,1,57.46,2020-04-24 10:15
1889,2611,P15,2020-04-24,야간,191226-17035-002,1,"06,17,18",가열로6호기,"1400.00 X 815.00 X 5310.00
",TWS355,"2,3차작업(PUNCH & 1차 PIPE)
시방서 참고",6호기,CARBON,1,36200,1,69.34,2020-04-24 10:15
1890,2656,P15,2020-04-25,야간,191226-17035-002,1,"06,13,18,19",가열로6호기,"1400.00 X 815.00 X 5310.00
",TWS355,4차작업(마무리)  시방서 참고,6호기,CARBON,1,36200,1,174.41,2020-04-25 05:55
1891,2657,P15,2020-04-25,야간,200326-19234-012,"1,2,3","06,13,18,19",가열로6호기,"5850.00 X 5150.00 X 170.00
",S355NL,380T  단조비 충분히 줄 것,6호기,CARBON,3,11465,3,55.24,2020-04-25 05:55
1892,2718,P15,2020-04-27,야간,200228-12005-001,1,"06,17,18,19",가열로6호기,"1810.00 X 959.00 X 1640.00
",SF490V,700T  4/25 투입  시방서 참고  1차작업,6호기,CARBON,1,32900,1,235.61,2020-04-26 07:00
1893,2719,P15,2020-04-27,야간,200326-19234-012,"4,5,6,7","06,17,18,19",가열로6호기,"5850.00 X 5150.00 X 170.00
",S355NL,380T 4/25 투입 ,6호기,CARBON,4,11465,4,82.11,2020-04-26 07:00
1894,2772,P15,2020-04-28,야간,200121-17720-023,"1,2","06,13,18,20",가열로6호기,"2450.00 X 0.00 X 171.00
",A266MGr2,300T  1차작업  사용소재 통보,6호기,CARBON,2,8360,2,121.74,2020-04-28 02:29
1895,2771,P15,2020-04-28,야간,200121-17720-022,"1,2","06,13,18,20",가열로6호기,"2320.00 X 0.00 X 165.00
",A266MGr2,300T  1차작업  사용소재 통보,6호기,CARBON,2,7300,2,106.3,2020-04-28 02:29
1896,2769,P15,2020-04-28,야간,200108-15200-004,1,"06,13,18,20",가열로6호기,"1950.00 X 1384.40 X 723.00
",F304L,300T  1차작업,6호기,SUS 304,1,11400,1,166.01,2020-04-28 02:29
1897,2768,P15,2020-04-28,야간,200108-15200-001,1,"06,13,18,20",가열로6호기,"1950.00 X 1384.40 X 723.00
",F304L,300T  1차작업,6호기,SUS 304,1,11400,1,166.01,2020-04-28 02:29
1898,2817,P15,2020-04-29,야간,200323-19998-008,"1,2,3,4,5","06,13,18",가열로6호기,"4496.00 X 3564.00 X 196.00
",TWS355,310T  1차작업,6호기,CARBON,5,12050,5,90.24,2020-04-29 06:21
1899,2850,P15,2020-04-30,야간,200218-99896-001,1,"06,18",가열로6호기,"2300.00 X 0.00 X 166.00
",F304L,"단조수정  치수불량  초긴급
가우징후 투입  4/29 입고 예정",6호기,SUS 304,1,7350,1,109.94,2020-04-30 03:10
1900,2849,P15,2020-04-30,야간,200313-19042-006,"1,2,3,4","06,18",가열로6호기,"4300.00 X 3625.00 X 245.00
",S355NL,380T,6호기,CARBON,4,10270,4,153.62,2020-04-30 03:10
1901,2899,P15,2020-05-06,주간,200320-76000-001,"1,2,3,4","06,17,19,20",가열로6호기,"3130.00 X 2540.00 X 490.00
",F51,황지 가우징 실시  예열 : 350℃,6호기,SUS,4,14300,4,51.13,2020-05-01 09:00
1902,2938,P15,2020-05-07,주간,200330-17035-001,1,"06,13,19,20",가열로6호기,"1155.00 X 730.00 X 4974.00
",SF490V,700T  1차작업  시방서 참고,6호기,CARBON,1,26000,1,208.37,2020-05-06 15:55
1903,2941,P15,2020-05-07,주간,200121-17720-024,"1,2","06,13,19,20",가열로6호기,"2430.00 X 0.00 X 177.00
",A266MGr2,300T  1차작업  사용소재 통보,6호기,CARBON,2,8465,2,67.84,2020-05-06 15:55
1904,2940,P15,2020-05-07,주간,200408-15007-022,1,"06,13,19,20",가열로6호기,"3044.00 X 0.00 X 190.00
",TWS355,600T 사용소재 통보  1차작업,6호기,CARBON,1,15135,1,121.29,2020-05-06 15:55
1905,2939,P15,2020-05-07,주간,200408-15007-058,1,"06,13,19,20",가열로6호기,"2474.00 X 0.00 X 390.00
",TWS355,600T 사용소재 통보  1차작업,6호기,CARBON,1,18000,1,144.25,2020-05-06 15:55
1906,2947,P15,2020-05-07,야간,200408-15007-022,1,"06,13,18",가열로6호기,"3044.00 X 0.00 X 190.00
",TWS355,"2,3차작업  단조후 외경절단",6호기,CARBON,1,15135,1,41.14,2020-05-07 14:55
1907,2943,P15,2020-05-07,야간,200330-17035-001,1,"06,13,18",가열로6호기,"1155.00 X 730.00 X 4974.00
",SF490V,"2,3차작업(punch& 1차 pipe)",6호기,CARBON,1,26000,1,70.68,2020-05-07 14:55
1908,2946,P15,2020-05-07,야간,200408-15007-058,1,"06,13,18",가열로6호기,"2474.00 X 0.00 X 390.00
",TWS355,"2,3차작업  단조후 외경절단",6호기,CARBON,1,18000,1,48.93,2020-05-07 14:55
1909,2948,P15,2020-05-07,야간,200121-17720-024,"1,2","06,13,18",가열로6호기,"2430.00 X 0.00 X 177.00
",A266MGr2,"2,3차작업  단조후 외경절단",6호기,CARBON,2,8465,2,23.01,2020-05-07 14:55
1910,2991,P15,2020-05-08,야간,200218-99896-001,"2,3","06,17",가열로6호기,"2300.00 X 0.00 X 166.00
",F304L,"단조수정  치수불량  초긴급
가우징후 투입  5/6~7 입고 예정",6호기,SUS 304,2,7350,2,52.29,2020-05-08 04:46
1911,2989,P15,2020-05-08,야간,200212-15045-012,"5,6","06,17",가열로6호기,"1750.00 X 542.00 X 835.00
",S20CrMoVS,"400T  1차작업 시방서 참고
5/8 주간조에서 이동  5/8 야간작업분",6호기,ALLOY,2,13200,2,93.9,2020-05-08 04:46
1912,2990,P15,2020-05-08,야간,191127-15042-019,1,"06,17",가열로6호기,"936.00 X 800.00 X 5320.00
",SA765GR4,"1000 BLOOM  통째로 투입
1차작업  눕혀서 투입  5/8 야간작업분",6호기,CARBON,1,24000,1,170.73,2020-05-08 04:46
1913,3035,P15,2020-05-09,야간,191127-15042-020,1,"18,17,06",가열로6호기,"936.00 X 800.00 X 5320.00
",SA765GR4,"1000 BLOOM  통째로 투입
1차작업  눕혀서 투입",6호기,CARBON,1,24000,1,125.53,2020-05-08 23:45
1914,3033,P15,2020-05-09,야간,200407-19001-009,1,"18,17,06",가열로6호기,"6002.00 X 5326.00 X 231.00
",TWS355,600t 또는 700t,6호기,CARBON,1,15540,1,81.28,2020-05-08 23:45
1915,3032,P15,2020-05-09,야간,200407-19001-008,1,"18,17,06",가열로6호기,"6002.00 X 5326.00 X 231.00
",TWS355,600t 또는 700t,6호기,CARBON,1,15540,1,81.28,2020-05-08 23:45
1916,3031,P15,2020-05-09,야간,190905-19234-105,"1,2","18,17,06",가열로6호기,"6000.00 X 5362.00 X 241.00
 ",S355Mn,600t 또는 700t  절단완료(5/6 주),6호기,CARBON,2,14525,2,75.97,2020-05-08 23:45
1917,3030,P15,2020-05-09,야간,190905-19234-104,2,"18,17,06",가열로6호기,"6000.00 X 5362.00 X 241.00
 ",S355Mn,600t 또는 700t  절단완료(5/6 주),6호기,CARBON,1,14525,1,75.97,2020-05-08 23:45
1918,3029,P15,2020-05-09,야간,190905-19234-104,1,"18,17,06",가열로6호기,"6000.00 X 5362.00 X 241.00
 ",S355Mn,600t 또는 700t  절단완료(5/6 주),6호기,CARBON,1,15550,1,81.33,2020-05-08 23:45
1919,3091,P15,2020-05-11,주간,200330-17035-001,1,"06,17,18,20",가열로6호기,"1155.00 X 730.00 X 4974.00
",SF490V,"3차작업   시방서 참고
5/9 투입  5/11 야간작업분",6호기,CARBON,1,26000,1,85.6,2020-05-10 07:00
1920,3092,P15,2020-05-11,주간,200204-19411-037,"1,2","06,17,18,20",가열로6호기,"4185.00 X 3778.00 X 600.00
",TWS355,"700T  단조비 충분히 줄 것
5/9 투입  5/11 야간작업분",6호기,CARBON,2,16085,2,52.95,2020-05-10 07:00
1921,3090,P15,2020-05-11,주간,191127-15042-020,1,"06,17,18,20",가열로6호기,"936.00 X 800.00 X 5320.00
",SA765GR4,2차작업   5/11 야간작업분,6호기,CARBON,1,24000,1,79.01,2020-05-10 07:00
1922,3089,P15,2020-05-11,주간,200228-14072-008,1,"06,17,18,20",가열로6호기,"2732.00 X 1972.00 X 893.10
",F304L,"단조수정(우마 작업)  가우징후 투입
5/9 투입  첫작업 요청",6호기,SUS 304,1,23750,1,78.19,2020-05-10 07:00
1923,3098,P15,2020-05-11,야간,200330-17035-001,1,"20,19,06",가열로6호기,"1155.00 X 730.00 X 4974.00
",SF490V,"3차작업   시방서 참고
투입완료",6호기,CARBON,1,26000,1,-,2020-05-11 06:50
1924,3097,P15,2020-05-11,야간,191127-15042-020,1,"20,19,06",가열로6호기,"936.00 X 800.00 X 5320.00
",SA765GR4,2차작업   투입완료,6호기,CARBON,1,24000,1,-,2020-05-11 06:50
1925,3099,P15,2020-05-11,야간,200204-19411-037,"1,2","20,19,06",가열로6호기,"4185.00 X 3778.00 X 600.00
",TWS355,"700T  단조비 충분히 줄 것
투입완료",6호기,CARBON,2,16085,2,-,2020-05-11 06:50
1926,3154,P15,2020-05-12,야간,200212-15045-012,"7,8","19,17,06",가열로6호기,"1750.00 X 542.00 X 835.00
",S20CrMoVS,"400T  1차작업 시방서 참고
5/11 주간예열 5/11 야간절단 ",6호기,ALLOY,2,13200,2,73.57,2020-05-12 01:37
1927,3155,P15,2020-05-12,야간,200313-19042-005,1,"19,17,06",가열로6호기,"4804.00 X 3684.00 X 270.00
",TWS355,700T 또는 600T,6호기,CARBON,1,19615,1,109.33,2020-05-12 01:37
1928,3153,P15,2020-05-12,야간,200324-01502-001,"3,4,5","19,17,06",가열로6호기,"4440.00 X 3560.00 X 185.00
",S355NL,400T  ,6호기,CARBON,3,10310,3,57.46,2020-05-12 01:37
1929,3151,P15,2020-05-12,야간,200408-15007-059,"1,2","19,17,06",가열로6호기,"2474.00 X 0.00 X 390.00
",TWS355,2차작업 자리 비워 둘 것,,CARBON,2,18000,2,100.33,2020-05-12 01:37
1930,3198,P15,2020-05-13,주간,200418-99010-001,1,"20,19,13,06",가열로6호기,"SQ2000 X 695 X 660
",SKT4,"5/12 야간조 투입  예열  온도 지시서 확인
5/11 주간 절단반 이동",6호기,ALLOY,1,8810,1,1.77,2020-05-13 03:38
1931,3201,P15,2020-05-13,주간,200408-19001-006,1,"20,19,13,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"700T  1차작업   5/12 야간조 투입
5/13 야간작업분",6호기,CARBON,1,24100,1,4.84,2020-05-13 03:38
1932,3200,P15,2020-05-13,주간,200408-19001-005,1,"20,19,13,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"700T  1차작업   5/12 야간조 투입
5/13 야간작업분",6호기,CARBON,1,24100,1,4.84,2020-05-13 03:38
1933,3199,P15,2020-05-13,주간,200419-99010-001,1,"20,19,13,06",가열로6호기,"SQ1310 X 695 X 610
",SKT4,"5/12 야간투입  예열  온도 지시서 확인
제품에 200428-001 5/11 절단반 이동",6호기,ALLOY,1,5635,1,1.13,2020-05-13 03:38
1934,3197,P15,2020-05-13,주간,200424-99010-004,1,"20,19,13,06",가열로6호기,"SQ1310 X 695 X 610
",SKT4,"5/12 야간조 투입  예열  온도 지시서 확인
5/11 주간 절단반 이동",6호기,ALLOY,1,5635,1,1.13,2020-05-13 03:38
1935,3196,P15,2020-05-13,주간,200424-99010-003,1,"20,19,13,06",가열로6호기,"SQ2000 X 695 X 660
",SKT4,"5/12 야간조 투입  예열  온도 지시서 확인
5/11 주간 절단반 이동",6호기,ALLOY,1,8810,1,1.77,2020-05-13 03:38
1936,3195,P15,2020-05-13,주간,200424-99010-002,1,"20,19,13,06",가열로6호기,"SQ1310 X 695 X 610
",SKT4,"5/12 야간조 투입  예열  온도 지시서 확인
5/11 주간 절단반 이동",6호기,ALLOY,1,5635,1,1.13,2020-05-13 03:38
1937,3194,P15,2020-05-13,주간,200424-99010-001,1,"20,19,13,06",가열로6호기,"SQ2000 X 695 X 660
",SKT4,"5/12 야간조 투입  예열  온도 지시서 확인
5/11 주간 절단반 이동",6호기,ALLOY,1,8810,1,1.77,2020-05-13 03:38
1938,3207,P15,2020-05-13,야간,200408-19001-005,1,"18,17,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"700T  1차작업  투입완료
마지막 작업",6호기,CARBON,1,24100,1,139.2,2020-05-13 10:12
1939,3208,P15,2020-05-13,야간,200408-19001-006,1,"18,17,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"700T  1차작업  투입완료
마지막 작업",6호기,CARBON,1,24100,1,139.2,2020-05-13 10:12
1940,3353,P15,2020-05-18,야간,190905-19234-115,"1,2","06,13,20",가열로6호기,"4185.00 X 3778.00 X 601.00
",S355Mn,"700T  단조비 충분히 줄 것
5/15 주간투입",6호기,CARBON,2,16085,2,181.6,2020-05-14 15:51
1941,3354,P15,2020-05-18,야간,200408-15007-068,3,"06,13,20",가열로6호기,"3006.00 X 0.00 X 264.00
",TWS355,"2차작업  단조후 외경절단
자리 비워 둘 것",6호기,CARBON,1,19800,1,223.54,2020-05-14 15:51
1942,3355,P15,2020-05-18,야간,200408-15007-069,1,"06,13,20",가열로6호기,"3006.00 X 0.00 X 264.00
",TWS355,"2차작업  단조후 외경절단
자리 비워 둘 것",6호기,CARBON,1,19800,1,223.54,2020-05-14 15:51
1943,3393,P15,2020-05-19,야간,200325-19133-003,1,"20,19,06",가열로6호기,"2200.00 X 0.00 X 1110.00
",A266MGr2,"400T  1차작업 
단조치수 : 3150X240",6호기,CARBON,1,16000,1,102.42,2020-05-19 06:33
1944,3392,P15,2020-05-19,야간,200212-15045-015,9,"20,19,06",가열로6호기,"1474.00 X 0.00 X 3726.00
",S30Mn,"1,2차작업  시방서 참고  400T  ",6호기,CARBON,2,22930,2,146.78,2020-05-19 06:33
1945,3394,P15,2020-05-19,야간,200212-15045-012,"9,10","20,19,06",가열로6호기,"1750.00 X 542.00 X 835.00
",S20CrMoVS,"400T  1차작업 시방서 참고
5/15 주간예열 5/15 야간절단 ",6호기,ALLOY,2,13200,2,84.49,2020-05-19 06:33
1946,3445,P15,2020-05-20,야간,200204-19411-055,"3,4","19,06",가열로6호기,"4185.00 X 3778.00 X 600.00
",TWS355,700T 또는 600T  단조비 충분히 줄 것,6호기,CARBON,2,16085,2,54.43,2020-05-20 02:10
1947,3444,P15,2020-05-20,야간,200408-19001-010,1,"19,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"3차작업(황지 마무리)
자리 비워 둘 것",6호기,CARBON,1,24100,1,81.55,2020-05-20 02:10
1948,3442,P15,2020-05-20,야간,200401-19035-001,"1,2","19,06",가열로6호기,"1434.63 X 850.40 X 713.20
",A350LF2,"1000 R/BLOOM  지정소재 사용
황지를 제품처럼 만들 것",6호기,CARBON,2,12900,2,43.65,2020-05-20 02:10
1949,3443,P15,2020-05-20,야간,200408-19001-009,1,"19,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"3차작업(황지 마무리)
자리 비워 둘 것",6호기,CARBON,1,24100,1,81.55,2020-05-20 02:10
1950,3493,P15,2020-05-21,주간,200408-19001-013,1,"20,17,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"600T 또는 700T  가열후 
17호기 이동",6호기,CARBON,1,24100,1,79.48,2020-05-20 22:28
1951,3494,P15,2020-05-21,주간,200408-19001-014,1,"20,17,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"600T 또는 700T  가열후 
17호기 이동",6호기,CARBON,1,24100,1,79.48,2020-05-20 22:28
1952,3495,P15,2020-05-21,주간,200408-19001-015,1,"20,17,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"600T 또는 700T  가열후 
17호기 이동",6호기,CARBON,1,24100,1,79.48,2020-05-20 22:28
1953,3496,P15,2020-05-21,주간,200408-19001-016,1,"20,17,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"600T 또는 700T  가열후 
17호기 이동",6호기,CARBON,1,24100,1,79.48,2020-05-20 22:28
1954,3670,P15,2020-05-26,야간,200212-15045-012,"11,12","06,18",가열로6호기,"1750.00 X 542.00 X 835.00
",S20CrMoVS,"400T  1차작업 시방서 참고
5/25 주간예열 5/25 야간절단 ",6호기,ALLOY,2,13200,2,125.45,2020-05-22 15:36
1955,3668,P15,2020-05-26,야간,200325-19133-005,1,"06,18",가열로6호기,"2200.00 X 0.00 X 1110.00
",A266MGr2,400T  1차작업 ,6호기,CARBON,1,16000,1,152.06,2020-05-22 15:36
1956,3669,P15,2020-05-26,야간,200325-19133-006,1,"06,18",가열로6호기,"2200.00 X 0.00 X 1110.00
",A266MGr2,400T  1차작업 ,6호기,CARBON,1,16000,1,152.06,2020-05-22 15:36
1957,3671,P15,2020-05-26,야간,190905-19234-117,"1,2","06,18",가열로6호기,"6000.00 X 5362.00 X 241.00
 ",S355Mn,700T 단조비 충분히 줄 것  2번씩 작업,6호기,CARBON,2,14525,2,138.04,2020-05-22 15:36
1958,3673,P15,2020-05-26,야간,가열로 다이,1,"06,18",가열로6호기,"SQ450 X 3600
",,가열로 다이,6호기,,1,6200,1,58.92,2020-05-22 15:36
1959,3724,P15,2020-05-27,주간,200228-14072-062,1,"06,17,19",가열로6호기,"1640.00 X 966.80 X 660.80
",F304L,"300T  1차작업  5/26 야간조 투입
5/27 야간작업분",6호기,SUS 304,1,9470,1,58.53,2020-05-27 01:16
1960,3725,P15,2020-05-27,주간,가열로 다이,"1,2","06,17,19",가열로6호기,"SQ450 X 3600
",,"가열로 다이  5/26 야간투입
5/27 야간작업분",6호기,,2,6200,2,38.32,2020-05-27 01:16
1961,3723,P15,2020-05-27,주간,200228-14072-058,1,"06,17,19",가열로6호기,"2732.00 X 1972.00 X 893.10
",F304L,"3차작업(황지 마무리) -> 우마작업
5/26 야간조 투입  오후 작업 요청",6호기,SUS 304,1,25750,1,159.14,2020-05-27 01:16
1962,3734,P15,2020-05-27,야간,가열로 다이,"1,2","20,18,06",가열로6호기,"SQ450 X 3600
",,"가열로 다이  5/26 야간투입
5/27 야간작업분",6호기,,2,6200,2,38.38,2020-05-27 11:14
1963,3733,P15,2020-05-27,야간,200423-99010-003,"1,2","20,18,06",가열로6호기,"4100SQ X 600SQ X 500T 
",S355NL,"2차작업  자리 비워 둘 것
3차작업 : 5/28 야간",6호기,CARBON,2,16700,2,103.37,2020-05-27 11:14
1964,3732,P15,2020-05-27,야간,200228-14072-062,1,"20,18,06",가열로6호기,"1640.00 X 966.80 X 660.80
",F304L,300T  1차작업  투입완료,6호기,SUS 304,1,9470,1,58.62,2020-05-27 11:14
1965,3768,P15,2020-05-28,야간,200423-99010-003,"1,2","03,06,20",가열로6호기,"4100SQ X 600SQ X 500T 
",S355NL,3차작업 250/60/50  자리 비워 둘 것,6호기,CARBON,2,16700,2,80.12,2020-05-28 06:14
1966,3767,P15,2020-05-28,야간,200519-15205-003,"1,2","03,06,20",가열로6호기,"1837.00 X 1645.00 X 2335.00
",A350LF2,"2,3차작업  자리 비워 둘 것
단조후 양단절단  60/60/130",6호기,CARBON,2,19900,2,95.48,2020-05-28 06:14
1967,3876,P15,2020-06-01,주간,200204-19411-067,4,"20,18,13,06",가열로6호기,"4185.00 X 3778.00 X 600.00
",TWS355,"700T  5/29 투입  절단완료
6/1 야간작업분",6호기,CARBON,1,16085,1,153.61,2020-05-29 16:41
1968,3880,P15,2020-06-01,주간,가열로 다이,"1,2","20,18,13,06",가열로6호기,"SQ450X 3600
",,5/29 투입  6/1 야간작업분,6호기,,2,6500,2,62.08,2020-05-29 16:41
1969,3878,P15,2020-06-01,주간,200408-19001-024,1,"20,18,13,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"700T  5/29 투입  6/1 주간작업분
2차작업 : 6/1 야간",6호기,CARBON,1,24100,1,230.16,2020-05-29 16:41
1970,3877,P15,2020-06-01,주간,200408-19001-023,1,"20,18,13,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"700T  5/29 투입  6/1 주간작업분
2차작업 : 6/1 야간",6호기,CARBON,1,24100,1,230.16,2020-05-29 16:41
1971,3886,P15,2020-06-01,야간,200204-19411-067,4,,가열로6호기,"4185.00 X 3778.00 X 600.00
",TWS355,"700T  투입완료  2회 작업 실시
단조비 충분히 줄 것",6호기,CARBON,1,16085,1,36.55,2020-06-01 16:31
1972,3887,P15,2020-06-01,야간,200408-19001-023,1,,가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"700T  5/29 투입  6/1 주간작업분
2차작업 : 6/1 야간",6호기,CARBON,1,24100,1,54.76,2020-06-01 16:31
1973,3888,P15,2020-06-01,야간,200408-19001-024,1,,가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,"700T  5/29 투입  6/1 주간작업분
2차작업 : 6/1 야간",6호기,CARBON,1,24100,1,54.76,2020-06-01 16:31
1974,3889,P15,2020-06-01,야간,가열로 다이2,"1,2",,가열로6호기,"SQ450X 3600
",,투입완료,6호기,,2,6500,2,14.77,2020-06-01 16:31
1975,3932,P15,2020-06-02,주간,200212-14730-071,1,"06,20",가열로6호기,"3200SQ X 1350SQ X 500T
",P1,6/2 주간 투입 예열  700T  P5에서 장입,6호기,CARBON,1,22060,1,4.77,2020-06-02 15:41
1976,3933,P15,2020-06-02,주간,200212-14730-072,1,"06,20",가열로6호기,"3200SQ X 1350SQ X 500T
",P1,6/2 주간 투입 예열  700T  P5에서 장입,6호기,CARBON,1,22060,1,4.77,2020-06-02 15:41
1977,3934,P15,2020-06-02,주간,200212-14730-073,1,"06,20",가열로6호기,"3200SQ X 1350SQ X 500T
",P1,6/2 주간 투입 예열  700T  P5에서 장입,6호기,CARBON,1,22060,1,4.77,2020-06-02 15:41
1978,3935,P15,2020-06-02,주간,200212-14730-074,1,"06,20",가열로6호기,"3200SQ X 1350SQ X 500T
",P1,6/2 주간 투입 예열  700T  P5에서 장입,6호기,CARBON,1,22060,1,4.77,2020-06-02 15:41
1979,3994,P15,2020-06-03,야간,200212-14730-072,1,"19,18,06",가열로6호기,"3200SQ X 1350SQ X 500T
",P1,"2차작업 시방서 참고  시방서 참고
자리 비워 둘 것  1차작업 : P5",6호기,CARBON,1,22060,1,74.25,2020-06-03 12:16
1980,3993,P15,2020-06-03,야간,200212-14730-071,1,"19,18,06",가열로6호기,"3200SQ X 1350SQ X 500T
",P1,"2차작업 시방서 참고  시방서 참고
자리 비워 둘 것  1차작업 : P5",6호기,CARBON,1,22060,1,74.25,2020-06-03 12:16
1981,3997,P15,2020-06-03,야간,200423-99010-019,1,"19,18,06",가열로6호기,"2600.00 X 0.00 X 370.00
",A350LF2,"2차작업 FLAT DIE 작업
자리 비워 둘 것",6호기,CARBON,1,19000,1,63.95,2020-06-03 12:16
1982,3998,P15,2020-06-03,야간,200423-99010-020,1,"19,18,06",가열로6호기,"2600.00 X 550.00 X 370.00
",A350LF2,"2차작업 FLAT DIE 작업
작업후 내경절단  자리 비워 둘 것",6호기,CARBON,1,19800,1,66.64,2020-06-03 12:16
1983,4055,P15,2020-06-04,야간,200511-19240-001,"5,9,13,17","19,18,17,06",가열로6호기,"4660.00 X 3400.00 X 125.00
",TWS355,"1000 R/BLOOM   test 건 
시방서 참고",6호기,CARBON,16,12425,4,113.55,2020-06-04 07:01
1984,4056,P15,2020-06-04,야간,200511-19240-001,1,"19,18,17,06",가열로6호기,"4660.00 X 3400.00 X 125.00
",TWS355,"1000 R/BLOOM   test 건  시방서 참고
소재 눕혀서 투입  시편있음",6호기,CARBON,4,14180,1,129.59,2020-06-04 07:01
1985,4128,P15,2020-06-05,야간,200417-19151-002,1,"18,17,06",가열로6호기,"4250.00 X 3784.60 X 470.00
",F304H," 가우징후 완료  6/5 야간작업분
6/4 야간투입",6호기,SUS 304,1,15200,1,34.88,2020-06-05 18:45
1986,4127,P15,2020-06-05,야간,200417-19151-004,"1,2","18,17,06",가열로6호기,"4750.00 X 4292.60 X 490.00
",F304H," 가우징후 완료  6/5 야간작업분
6/4 야간투입",6호기,SUS 304,2,17660,2,40.53,2020-06-05 18:45
1987,4137,P15,2020-06-05,야간,200511-19925-002,"2,3","18,17,06",가열로6호기,"2652.00 X 0.00 X 90.00
",A350LF2,2차작업 단조후 외경절단,6호기,CARBON,2,7000,2,16.06,2020-06-05 18:45
1988,4188,P15,2020-06-08,야간,200408-19001-027,1,"19,18,06",가열로6호기,"6222.00 X 5347.00 X 283.00
",TWS355,3차작업(황지 마무리)  자리 비워 둘 것,6호기,CARBON,1,24100,1,167.48,2020-06-06 07:00
